TradingDate,QTP,DCM,DPM,ACB,VCB,BID,MBB,STB
2021-05-07,10600.0,14057.0,14438.0,18818.0,75097.0,32170.0,19504.0,24000.0
2021-05-10,10600.0,14418.0,14438.0,19352.0,75949.0,32764.0,20492.0,24300.0
2021-05-11,10600.0,14509.0,14556.0,19138.0,75794.0,33318.0,20183.0,24650.0
2021-05-12,10500.0,15051.0,14477.0,19326.0,75330.0,33753.0,20492.0,26350.0
2021-05-13,10500.0,15051.0,14477.0,19352.0,74943.0,33714.0,20338.0,26300.0
2021-05-14,10600.0,15955.0,15308.0,19486.0,75020.0,33516.0,20368.0,26400.0
2021-05-17,10500.0,15503.0,14873.0,19539.0,74323.0,33081.0,20307.0,25950.0
2021-05-18,10400.0,15006.0,14675.0,19379.0,73239.0,32368.0,20554.0,27300.0
2021-05-19,10400.0,15051.0,14398.0,19566.0,72852.0,32368.0,21294.0,28500.0
2021-05-20,10400.0,15187.0,14398.0,19994.0,76646.0,33120.0,21294.0,29400.0
2021-05-21,10400.0,15368.0,14635.0,20047.0,74943.0,35415.0,21387.0,28850.0
2021-05-24,10400.0,16000.0,14991.0,20047.0,75407.0,36404.0,21449.0,28900.0
2021-05-25,10700.0,15955.0,15031.0,20314.0,77265.0,36958.0,22097.0,29350.0
2021-05-26,10600.0,15774.0,14873.0,20555.0,77730.0,36919.0,23146.0,29500.0
2021-05-27,10500.0,15368.0,14635.0,20421.0,76414.0,35930.0,22529.0,29800.0
2021-05-28,10400.0,15368.0,15031.0,20796.0,77110.0,37314.0,23269.0,31850.0
2021-05-31,10400.0,15187.0,14952.0,22132.0,76336.0,38541.0,23455.0,33800.0
2021-06-01,10400.0,15051.0,14873.0,22506.0,80285.0,37987.0,23578.0,32400.0
2021-06-02,10600.0,16091.0,15585.0,23843.0,82065.0,37512.0,23763.0,32200.0
2021-06-03,11000.0,16317.0,15743.0,24538.0,82607.0,38620.0,25399.0,32750.0
2021-06-04,10900.0,16091.0,15743.0,24217.0,81214.0,38779.0,25646.0,32150.0
2021-06-07,10800.0,16045.0,15545.0,22987.0,79743.0,37038.0,24535.0,30700.0
2021-06-08,10800.0,16091.0,16059.0,21491.0,77420.0,35455.0,23023.0,28600.0
2021-06-09,10500.0,16181.0,15941.0,22693.0,78968.0,35969.0,23794.0,29600.0
2021-06-10,10400.0,17311.0,17009.0,22787.0,78814.0,34742.0,23393.0,28900.0
2021-06-11,10400.0,17221.0,16771.0,23155.0,79588.0,35771.0,24319.0,30500.0
2021-06-14,10600.0,17627.0,16890.0,22787.0,78968.0,35534.0,24257.0,30800.0
2021-06-15,10700.0,17582.0,16851.0,23622.0,79588.0,35534.0,24257.0,30100.0
2021-06-16,10900.0,17808.0,16851.0,23188.0,80517.0,35850.0,23887.0,29200.0
2021-06-17,11200.0,18260.0,17127.0,23322.0,80672.0,36325.0,24627.0,29400.0
2021-06-18,11300.0,18351.0,18037.0,23388.0,84001.0,36523.0,25028.0,29650.0
2021-06-21,11500.0,18396.0,18275.0,23221.0,82530.0,35613.0,25090.0,29850.0
2021-06-22,11700.0,17899.0,18037.0,23823.0,83304.0,35613.0,25923.0,30200.0
2021-06-23,11500.0,18215.0,17760.0,23923.0,84930.0,35930.0,25862.0,29750.0
2021-06-24,11400.0,17989.0,17642.0,24190.0,85704.0,35771.0,25923.0,29000.0
2021-06-25,11300.0,18260.0,17958.0,24291.0,87175.0,36048.0,25985.0,29500.0
2021-06-28,11300.0,18486.0,18077.0,24524.0,87175.0,37117.0,26602.0,30200.0
2021-06-29,11200.0,18667.0,18116.0,24357.0,88259.0,37117.0,26818.0,31000.0
2021-06-30,11300.0,18983.0,18828.0,23856.0,90117.0,37394.0,26757.0,30600.0
2021-07-01,11300.0,18667.0,18828.0,24023.0,90117.0,37433.0,26818.0,31000.0
2021-07-02,11300.0,18170.0,18710.0,24123.0,88956.0,37235.0,26818.0,31500.0
2021-07-05,11100.0,17627.0,18302.0,25360.0,87949.0,36919.0,26602.0,32600.0
2021-07-06,10900.0,17130.0,17038.0,24057.0,86710.0,34822.0,24751.0,30350.0
2021-07-07,10700.0,16941.0,17528.0,24424.0,87794.0,36009.0,25985.0,31050.0
2021-07-08,10700.0,16658.0,16916.0,24190.0,85936.0,36246.0,25985.0,30200.0
2021-07-09,10600.0,16092.0,16631.0,23522.0,85007.0,35534.0,25831.0,29100.0
2021-07-12,10500.0,15101.0,16142.0,21885.0,82917.0,33239.0,24832.0,28400.0
2021-07-13,10800.0,16139.0,16753.0,21985.0,80052.0,33555.0,24832.0,28700.0
2021-07-14,10700.0,16045.0,16346.0,21217.0,78814.0,33714.0,24041.0,27400.0
2021-07-15,10800.0,16233.0,16835.0,21885.0,79356.0,33793.0,24416.0,28800.0
2021-07-16,11100.0,16517.0,17365.0,22453.0,79356.0,33634.0,24249.0,28450.0
2021-07-19,10900.0,15667.0,16957.0,21484.0,75097.0,31379.0,22624.0,27500.0
2021-07-20,11000.0,16469.0,17772.0,22653.0,77575.0,32447.0,23249.0,28100.0
2021-07-21,11300.0,16422.0,17650.0,22587.0,76646.0,32210.0,23332.0,27850.0
2021-07-22,11400.0,17177.0,18017.0,22787.0,77652.0,32447.0,23624.0,28000.0
2021-07-23,11300.0,17366.0,17976.0,22052.0,75097.0,31814.0,23124.0,28700.0
2021-07-26,11100.0,17885.0,18710.0,21851.0,74323.0,31656.0,22666.0,28700.0
2021-07-27,11200.0,17838.0,18750.0,22152.0,73549.0,31814.0,22832.0,29100.0
2021-07-28,11300.0,17696.0,18995.0,22152.0,75097.0,32052.0,22999.0,28900.0
2021-07-29,11700.0,18215.0,19810.0,22820.0,75794.0,32447.0,23666.0,29300.0
2021-07-30,11800.0,19065.0,20829.0,24157.0,75872.0,32527.0,24082.0,29900.0
2021-08-02,11900.0,19442.0,21685.0,23756.0,75097.0,33674.0,23999.0,29300.0
2021-08-03,11800.0,19678.0,22134.0,23923.0,76491.0,34307.0,24416.0,29800.0
2021-08-04,11700.0,19442.0,22175.0,23723.0,76259.0,34030.0,24749.0,30650.0
2021-08-05,11500.0,20292.0,23479.0,24057.0,76955.0,33991.0,24999.0,31050.0
2021-08-06,11500.0,20009.0,23642.0,23756.0,75949.0,33951.0,24707.0,30300.0
2021-08-09,11900.0,21377.0,25272.0,24391.0,76104.0,34149.0,24916.0,30700.0
2021-08-10,12100.0,21566.0,26577.0,24391.0,76646.0,34268.0,24707.0,30600.0
2021-08-11,12200.0,22274.0,28411.0,24057.0,77807.0,34109.0,24749.0,30400.0
2021-08-12,12200.0,20764.0,26495.0,23589.0,77343.0,33872.0,24582.0,29600.0
2021-08-13,12300.0,22132.0,28330.0,23622.0,77110.0,33674.0,24666.0,29700.0
2021-08-16,13200.0,22132.0,29797.0,23856.0,77885.0,34268.0,25832.0,30300.0
2021-08-17,13700.0,22368.0,29349.0,23789.0,78194.0,33991.0,25999.0,30150.0
2021-08-18,13600.0,22132.0,28370.0,23756.0,78194.0,33753.0,25916.0,29950.0
2021-08-19,13900.0,22085.0,28452.0,23589.0,79588.0,33634.0,25916.0,29950.0
2021-08-20,14000.0,22321.0,29471.0,22453.0,77497.0,32052.0,24916.0,28300.0
2021-08-23,13900.0,23123.0,30327.0,21384.0,75330.0,31102.0,23832.0,27000.0
2021-08-24,13200.0,22274.0,28859.0,21584.0,75097.0,31181.0,23791.0,27250.0
2021-08-25,13100.0,21896.0,27637.0,21684.0,75485.0,31221.0,23832.0,27350.0
2021-08-26,13400.0,22793.0,29186.0,21350.0,74943.0,30548.0,23416.0,27100.0
2021-08-27,14300.0,23217.0,30001.0,21217.0,75717.0,30627.0,23332.0,27300.0
2021-08-30,14200.0,23217.0,29634.0,21484.0,76878.0,31221.0,23666.0,27900.0
2021-08-31,14500.0,23595.0,30001.0,21384.0,76955.0,30825.0,23249.0,27350.0
2021-09-01,14500.0,24539.0,30571.0,21384.0,76955.0,30865.0,23249.0,27200.0
2021-09-06,14300.0,23973.0,29838.0,21417.0,77420.0,30944.0,23582.0,27550.0
2021-09-07,13900.0,23265.0,28819.0,21718.0,77420.0,31419.0,23832.0,27900.0
2021-09-08,13800.0,23265.0,28941.0,21484.0,77188.0,31339.0,23582.0,27300.0
2021-09-09,14000.0,23406.0,29023.0,21684.0,76878.0,31498.0,23666.0,27350.0
2021-09-10,14000.0,23548.0,28533.0,21584.0,76801.0,31379.0,23499.0,27200.0
2021-09-13,13700.0,23689.0,29023.0,21317.0,75949.0,30983.0,23249.0,26900.0
2021-09-14,13800.0,23831.0,29104.0,21050.0,76104.0,30627.0,22999.0,26650.0
2021-09-15,13400.0,23595.0,28819.0,20849.0,75175.0,30706.0,22874.0,26600.0
2021-09-16,13300.0,23406.0,28493.0,20916.0,75949.0,31181.0,23166.0,26750.0
2021-09-17,13600.0,23642.0,29104.0,21116.0,75252.0,31656.0,23207.0,26800.0
2021-09-20,13400.0,23359.0,28941.0,21451.0,77110.0,31577.0,23541.0,27100.0
2021-09-21,13100.0,23312.0,28656.0,21250.0,75872.0,31379.0,23332.0,26800.0
2021-09-22,13200.0,23123.0,28411.0,21116.0,77033.0,31339.0,23332.0,26700.0
2021-09-23,13300.0,23312.0,28411.0,21116.0,77033.0,31221.0,23249.0,26600.0
2021-09-24,13300.0,22840.0,28126.0,21384.0,77033.0,31419.0,23916.0,26750.0
2021-09-27,13200.0,21519.0,26251.0,21050.0,75872.0,31181.0,23332.0,26500.0
2021-09-28,13100.0,21849.0,27025.0,21116.0,76801.0,31735.0,23332.0,26550.0
2021-09-29,13600.0,23359.0,28900.0,20949.0,76259.0,31577.0,23166.0,25800.0
2021-09-30,13600.0,24964.0,30001.0,21083.0,75252.0,31221.0,23207.0,25700.0
2021-10-01,13400.0,26615.0,31061.0,21050.0,74246.0,30706.0,22874.0,24700.0
2021-10-04,14000.0,26804.0,30571.0,20715.0,73239.0,30785.0,22582.0,24300.0
2021-10-05,14000.0,27181.0,30979.0,21050.0,74014.0,31102.0,22832.0,25750.0
2021-10-06,14100.0,27606.0,31101.0,20949.0,74014.0,31181.0,22916.0,25500.0
2021-10-07,14000.0,27512.0,31305.0,20849.0,74943.0,30983.0,23041.0,25500.0
2021-10-08,13800.0,26662.0,30490.0,21016.0,75097.0,31023.0,23082.0,25700.0
2021-10-11,13400.0,27842.0,30612.0,21785.0,75485.0,31656.0,23999.0,26500.0
2021-10-12,13500.0,27417.0,31224.0,21785.0,75097.0,31854.0,23957.0,26600.0
2021-10-13,13600.0,29305.0,32773.0,21785.0,75097.0,31577.0,23832.0,26250.0
2021-10-14,13600.0,30296.0,34240.0,21584.0,74865.0,31300.0,23749.0,26400.0
2021-10-15,13500.0,30862.0,34851.0,21517.0,74710.0,31260.0,23666.0,26850.0
2021-10-18,13400.0,29352.0,33832.0,21384.0,74323.0,31102.0,23666.0,26900.0
2021-10-19,13400.0,30674.0,36115.0,21584.0,74633.0,31696.0,23499.0,26200.0
2021-10-20,13400.0,31617.0,37256.0,21584.0,73549.0,31458.0,23499.0,26300.0
2021-10-21,13400.0,31900.0,38316.0,21217.0,72775.0,31260.0,23249.0,26100.0
2021-10-22,13600.0,31334.0,37949.0,21116.0,73007.0,31102.0,23249.0,26200.0
2021-10-25,13500.0,29730.0,36727.0,20883.0,72852.0,31023.0,22999.0,25600.0
2021-10-26,13400.0,30013.0,38072.0,20782.0,72775.0,31023.0,23291.0,25600.0
2021-10-27,13400.0,29918.0,37827.0,20983.0,74401.0,31577.0,23666.0,26500.0
2021-10-28,13400.0,31617.0,39947.0,21283.0,75794.0,31537.0,23749.0,26700.0
2021-10-29,14100.0,31429.0,39947.0,22052.0,75872.0,32843.0,23749.0,26600.0
2021-11-01,14400.0,32089.0,40599.0,21851.0,75097.0,33081.0,23666.0,26600.0
2021-11-02,14300.0,31995.0,40110.0,22152.0,75794.0,33199.0,23666.0,26650.0
2021-11-03,14100.0,30815.0,37501.0,22620.0,76414.0,34070.0,24291.0,27900.0
2021-11-04,13900.0,31004.0,38357.0,22386.0,76181.0,34822.0,24082.0,27450.0
2021-11-05,14100.0,33127.0,41007.0,22386.0,75485.0,34505.0,23874.0,27650.0
2021-11-08,14300.0,34779.0,42392.0,22319.0,76026.0,34742.0,23749.0,27850.0
2021-11-09,14400.0,34685.0,42637.0,22353.0,75175.0,34030.0,23832.0,28100.0
2021-11-10,14300.0,36289.0,44023.0,22319.0,75562.0,34030.0,23832.0,28450.0
2021-11-11,15000.0,35109.0,43045.0,22052.0,76104.0,33872.0,23416.0,27700.0
2021-11-12,15300.0,35959.0,42882.0,22286.0,76026.0,34188.0,23791.0,28100.0
2021-11-15,15400.0,36619.0,42882.0,22319.0,75639.0,33872.0,23832.0,27950.0
2021-11-16,15400.0,36997.0,42800.0,22152.0,75252.0,33872.0,23874.0,28050.0
2021-11-17,15200.0,36525.0,41985.0,22252.0,75872.0,34505.0,23916.0,28000.0
2021-11-18,15000.0,34449.0,39621.0,21718.0,75097.0,35217.0,23582.0,27650.0
2021-11-19,15200.0,33882.0,37501.0,22353.0,75175.0,35138.0,23582.0,27900.0
2021-11-22,14600.0,33033.0,37909.0,22820.0,76491.0,36048.0,24332.0,28800.0
2021-11-23,14300.0,34921.0,40191.0,22687.0,76723.0,35376.0,24082.0,28500.0
2021-11-24,14300.0,34260.0,39539.0,23622.0,81136.0,36444.0,25749.0,30450.0
2021-11-25,14300.0,34873.0,39947.0,23489.0,82917.0,35890.0,25749.0,30650.0
2021-11-26,14400.0,35959.0,41007.0,23121.0,81291.0,35969.0,25249.0,30850.0
2021-11-29,14800.0,35487.0,39865.0,22820.0,78272.0,35217.0,24832.0,29900.0
2021-11-30,14900.0,35864.0,41088.0,22252.0,76568.0,35138.0,24166.0,28900.0
2021-12-01,14800.0,37988.0,42555.0,22386.0,76646.0,35059.0,24582.0,29900.0
2021-12-02,14900.0,36903.0,40558.0,22186.0,76723.0,34980.0,24249.0,29300.0
2021-12-03,14600.0,35393.0,38968.0,21751.0,75872.0,33239.0,23582.0,28000.0
2021-12-06,14000.0,33222.0,36890.0,21584.0,73859.0,33199.0,22916.0,27000.0
2021-12-07,14000.0,34166.0,38561.0,22019.0,76026.0,34505.0,23457.0,28050.0
2021-12-08,13900.0,34637.0,38968.0,22119.0,76414.0,34822.0,23666.0,28600.0
2021-12-09,14100.0,35062.0,39947.0,22252.0,76801.0,34822.0,23791.0,28850.0
2021-12-10,14500.0,35534.0,41170.0,22319.0,77420.0,35296.0,23624.0,28600.0
2021-12-13,14500.0,35251.0,40762.0,22319.0,77110.0,36009.0,23666.0,28650.0
2021-12-14,14500.0,35959.0,41170.0,22252.0,76878.0,35850.0,23541.0,28100.0
2021-12-15,14800.0,36100.0,41577.0,22319.0,77343.0,35534.0,23749.0,28350.0
2021-12-16,14700.0,35393.0,40599.0,22052.0,76723.0,35534.0,23541.0,28600.0
2021-12-17,14600.0,35770.0,40680.0,22186.0,74710.0,35534.0,23499.0,28300.0
2021-12-20,15300.0,35676.0,41088.0,22119.0,77033.0,35296.0,23249.0,28650.0
2021-12-21,16200.0,37799.0,43941.0,21918.0,76568.0,34663.0,23291.0,28200.0
2021-12-22,16400.0,36572.0,44023.0,21851.0,76900.0,34268.0,23041.0,27650.0
2021-12-23,15800.0,36619.0,45246.0,21718.0,76500.0,34500.0,22749.0,27400.0
2021-12-24,15500.0,35345.0,44675.0,22052.0,78500.0,35000.0,23457.0,28200.0
2021-12-27,16100.0,34826.0,42882.0,22152.0,79800.0,35300.0,23457.0,28100.0
2021-12-28,16300.0,34968.0,42637.0,22486.0,80000.0,35200.0,23582.0,30050.0
2021-12-29,16200.0,34166.0,39947.0,22587.0,79500.0,35200.0,23582.0,29500.0
2021-12-30,16200.0,34354.0,41088.0,22653.0,78400.0,35400.0,23707.0,30500.0
2021-12-31,16200.0,34637.0,40762.0,23054.0,78800.0,37100.0,24082.0,31500.0
