TradingDate,QTP,DCM,DPM,ACB,VCB,BID,MBB,STB
2021-02-24,10900.0,12204.0,13370.0,16679.0,75949.0,34070.0,16665.0,18350.0
2021-02-25,11300.0,12113.0,13370.0,17321.0,76026.0,33991.0,16850.0,18500.0
2021-02-26,11000.0,12204.0,13330.0,17668.0,76026.0,34505.0,17066.0,18350.0
2021-03-01,11400.0,12656.0,13844.0,17775.0,76801.0,34901.0,17498.0,19100.0
2021-03-02,11300.0,13514.0,14477.0,17642.0,76878.0,34861.0,17344.0,19150.0
2021-03-03,11100.0,14418.0,14596.0,17775.0,76181.0,34663.0,17282.0,19000.0
2021-03-04,11300.0,14780.0,14794.0,17321.0,75330.0,33832.0,16758.0,18350.0
2021-03-05,11300.0,15187.0,15189.0,17348.0,74633.0,33555.0,16881.0,18700.0
2021-03-08,11700.0,15142.0,14873.0,17000.0,73704.0,33595.0,17035.0,18600.0
2021-03-09,11500.0,15187.0,15031.0,17134.0,73549.0,33120.0,16850.0,18550.0
2021-03-10,11600.0,15277.0,15110.0,17508.0,73936.0,33239.0,17251.0,18700.0
2021-03-11,11700.0,15232.0,15189.0,17642.0,74555.0,34268.0,17437.0,19300.0
2021-03-12,11600.0,14961.0,14991.0,17615.0,74168.0,34307.0,17437.0,19200.0
2021-03-15,11500.0,14825.0,14873.0,17909.0,74555.0,34030.0,17838.0,18900.0
2021-03-16,12100.0,14780.0,14794.0,17882.0,74091.0,33555.0,17684.0,18900.0
2021-03-17,12300.0,15774.0,15545.0,17909.0,74014.0,34268.0,17900.0,19600.0
2021-03-18,12100.0,15774.0,15506.0,18149.0,75485.0,35613.0,18023.0,19700.0
2021-03-19,12300.0,15639.0,15506.0,18069.0,72930.0,35613.0,18023.0,19600.0
2021-03-22,12300.0,15413.0,15427.0,17855.0,75097.0,35336.0,17684.0,19200.0
2021-03-23,12400.0,15729.0,15506.0,17642.0,74168.0,34584.0,17498.0,18800.0
2021-03-24,12000.0,15368.0,15347.0,17348.0,73317.0,33357.0,17035.0,18400.0
2021-03-25,11900.0,15096.0,15308.0,17134.0,73626.0,33437.0,17005.0,18750.0
2021-03-26,11600.0,15187.0,15268.0,17348.0,73472.0,33318.0,16974.0,18950.0
2021-03-29,11900.0,15820.0,15427.0,17642.0,73781.0,33674.0,17437.0,19200.0
2021-03-30,11900.0,15594.0,15308.0,17802.0,73394.0,33911.0,17467.0,20500.0
2021-03-31,12200.0,15774.0,15703.0,17802.0,73394.0,33991.0,17375.0,21450.0
2021-04-01,12800.0,16362.0,16257.0,18096.0,75020.0,34782.0,18023.0,21600.0
2021-04-02,12500.0,16317.0,16099.0,18524.0,75717.0,35613.0,18270.0,22600.0
2021-04-05,12400.0,16226.0,15980.0,18577.0,78968.0,36048.0,18764.0,23150.0
2021-04-06,12300.0,16271.0,16139.0,18577.0,78891.0,36207.0,19381.0,22750.0
2021-04-07,12600.0,16407.0,16297.0,18390.0,78891.0,36048.0,19628.0,22300.0
2021-04-08,12500.0,16226.0,16218.0,18390.0,77420.0,35455.0,19257.0,22200.0
2021-04-09,12400.0,16181.0,16059.0,18390.0,75485.0,35059.0,19350.0,22700.0
2021-04-12,12300.0,16407.0,16139.0,18791.0,76568.0,35415.0,19535.0,23450.0
2021-04-13,12100.0,16317.0,15743.0,18497.0,75485.0,34545.0,19196.0,22700.0
2021-04-14,11900.0,16362.0,15743.0,18497.0,76414.0,34822.0,19288.0,22900.0
2021-04-15,11600.0,15639.0,15308.0,18096.0,75485.0,34070.0,18887.0,22350.0
2021-04-16,11200.0,15458.0,15031.0,17695.0,74555.0,33239.0,18640.0,22100.0
2021-04-19,11500.0,15729.0,14952.0,18016.0,76259.0,34030.0,18825.0,22900.0
2021-04-20,11400.0,15368.0,15189.0,17962.0,79743.0,34188.0,18825.0,22500.0
2021-04-22,11600.0,14328.0,14794.0,17374.0,79743.0,32447.0,18023.0,21000.0
2021-04-23,11400.0,14599.0,14912.0,17855.0,80517.0,33239.0,18702.0,22450.0
2021-04-26,11300.0,14012.0,14715.0,17802.0,76336.0,32052.0,18270.0,22550.0
2021-04-27,11100.0,14599.0,14715.0,18176.0,76646.0,31933.0,18270.0,23100.0
2021-04-28,11300.0,14599.0,15031.0,18069.0,76646.0,32131.0,18671.0,24200.0
2021-04-29,11100.0,14464.0,15071.0,18524.0,77420.0,32447.0,18733.0,23900.0
2021-05-04,11000.0,14373.0,14794.0,18417.0,76723.0,32685.0,19288.0,24100.0
2021-05-05,11000.0,14690.0,14952.0,18871.0,78349.0,33160.0,19566.0,24700.0
2021-05-06,11000.0,14509.0,14517.0,18604.0,76878.0,32645.0,19504.0,24400.0
